"id","name","winepoints_signalled","state_signalled","sold","winepoints","state"
31542,"Shafer Vineyards Cabernet Sauvignon Hillside Select 1996 0,75 l",1,1,1,93,"in, Etikett beschädigt"
31543,"Remy Martin Cognac Louis XIII Tres Vieille Grande Champagne ca.1970s NV 0,7 l",NULL,1,1,0,"2 cm, Etikett leicht verschmutzt, ohne Box und ohne Glasstopfen"
31544,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1985 0,75 l",1,1,1,93,"in, Etikett leicht verschmutzt"
31545,"Chateau Chasse-Spleen 1990 0,75 l",NULL,1,1,0,"in, Etiketten ganz leicht verschmutzt"
31546,"Chateau Latour 1981 0,75 l",NULL,1,1,0,"ts, Etikett ganz leicht verschmutzt"
31547,"Chateau Talbot 1985 0,75 l(1)",1,1,1,90,"ts, Etikett ganz leicht verschmutzt"
31548,"Chateau Talbot 1989 0,75 l(2)",NULL,1,1,0,"in-ts, Etiketten leicht verschmutzt"
31550,"Chateau Mouton-Rothschild 1999 3,0 l",1,1,1,92,"ts"
31551,"Chateau Mouton-Rothschild 1999 3,0 l",1,1,1,92,"ts"
31552,"Chateau Mouton-Rothschild 2002 0,75 l",1,1,1,91,"in"
31553,"Chateau Mouton-Rothschild 2002 1,5 l",1,1,1,91,"in"
31554,"Chateau Mouton-Rothschild 2002 1,5 l",1,1,1,91,"in"
31555,"Chateau Mouton-Rothschild 2002 1,5 l",1,1,1,91,"in"
31661,"Chateau Palmer 1996 0,75 l",1,1,1,91,"in"
31556,"Chateau Mouton-Rothschild 2002 1,5 l",1,1,1,91,"in, Etikett ganz leicht beschädigt"
31557,"Chateau Pichon Longueville Comtesse de Lalande 1995 1,5 l",1,1,1,96,"in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt"
31558,"Chateau La Mission-Haut-Brion 1981 0,75 l",1,1,1,90,"hs, Etikett leicht verschmutzt, leicht kellergrau"
31559,"Domaine de Chevalier   Domaine de Chevalier rouge 1979 0,75 l",NULL,1,1,0,"ts, Etiketten leicht beschädigt, verschmutzt"
31560,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2005 0,75 l",NULL,1,NULL,0,"0,5 cm"
31561,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2006 0,75 l",1,1,1,91,"0,5 cm"
31562,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2008 0,75 l",1,1,1,92,"0,5 cm"
31563,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2008 0,75 l",1,1,1,92,"0,5 cm"
31564,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2011 0,75 l",1,1,1,91,"0,5 cm"
31565,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2006 0,75 l",1,1,1,90,"0,5 cm"
31566,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2006 0,75 l",1,1,1,90,"0,5 cm"
31567,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2006 0,75 l",1,1,1,90,"0,5 cm"
31568,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2006 0,75 l",1,1,1,90,"0,5 cm"
31569,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2008 0,75 l",1,1,1,92,"0,5 cm"
31570,"Kalleske Grenache Old Vine 2008 0,75 l",1,1,NULL,91,"0,5 cm"
31571,"Kangarilla Road Zinfandel 2003 0,75 l",NULL,1,1,0,"in"
31572,"Kangarilla Road Zinfandel 2003 0,75 l",NULL,1,1,0,"in"
31573,"Kangarilla Road Zinfandel 2005 0,75 l",NULL,1,1,0,"in"
31574,"Kay Brothers Amery Vineyards Hillside Shiraz 2003 0,75 l",NULL,1,NULL,0,"in"
31575,"Kay Brothers Amery Vineyards Hillside Shiraz 2005 0,75 l",NULL,1,NULL,0,"in"
31576,"Kay Brothers Amery Vineyards Hillside Shiraz 2005 0,75 l",NULL,1,NULL,0,"in"
31577,"Kay Brothers Amery Vineyards Shiraz 2003 0,75 l",NULL,1,NULL,0,"in"
31578,"Kilikanoon Greens Vineyard Shiraz 2004 0,75 l(1)",1,1,1,98,"0,5 cm"
31579,"Parker Coonawarra Estate Terra Rossa First Growth 1996 0,75 l",1,1,1,93,"ts"
31580,"Moet & Chandon Dom Perignon Brut 1992 1,5 l",NULL,1,1,0,"1 cm, Etikett leicht beschädigt, Kapsel leicht beschädigt, Depotbildung"
31758,"Antinori Tignanello 2000 3,0 l",1,1,1,90,"ts"
31581,"Moet & Chandon Dom Perignon Brut 1992 1,5 l",NULL,1,1,0,"1 cm, Etikett ganz leicht beschädigt, Kapsel leicht beschädigt"
31582,"Moet & Chandon Dom Perignon Brut 1993 0,75 l",NULL,1,1,0,"0,5 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel stark beschädigt, US-Re-Import"
31583,"Moet & Chandon Dom Perignon Brut 1993 0,75 l",NULL,1,1,0,"1 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel leicht beschädigt"
31584,"Moet & Chandon Dom Perignon Brut 1993 0,75 l",NULL,1,1,0,"1 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel leicht beschädigt"
31585,"Moet & Chandon Dom Perignon Brut 1993 0,75 l",NULL,1,1,0,"1 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel leicht beschädigt"
31586,"Moet & Chandon Dom Perignon Brut 1993 1,5 l",NULL,1,1,0,"1 cm, Etikett ganz leicht beschädigt, Kapsel beschädigt"
31587,"Moet & Chandon Dom Perignon Brut 1993 1,5 l",NULL,1,1,0,"1 cm, Etikett ganz leicht beschädigt, Kapsel beschädigt, Depotbildung"
31588,"Moet & Chandon Dom Perignon Brut 1993 1,5 l",NULL,1,1,0,"1 cm, Etikett ganz leicht beschädigt, Kapsel beschädigt"
31589,"Moet & Chandon Dom Perignon Brut 1995 1,5 l",1,1,1,94,"0,5 cm, Etikett ganz leicht beschädigt, Kapsel ganz leicht beschädigt"
31590,"Chateau Pichon Longueville Baron 1994 0,75 l",NULL,1,1,0,"in"
31591,"Chateau Haut-Brion 2001 0,75 l",1,1,1,94,"0,5 cm"
31592,"Chateau Haut-Brion 2002 0,75 l",NULL,1,1,0,"0,5 cm, Etiketten ganz leicht verschmutzt"
31593,"Chateau La Louviere Chateau La Louviere rouge 1990 0,75 l",1,1,1,91,"ts"
31594,"Chateau La Mission-Haut-Brion 1989 0,75 l",1,1,1,10,"in, Etikett ganz leicht verschmutzt"
31595,"Chateau La Mission-Haut-Brion 1997 0,75 l",NULL,1,1,0,"in, Etiketten ganz leicht verschmutzt, Kapsel ganz leicht beschädigt"
31596,"Chateau l´Evangile 1986 0,75 l",NULL,1,1,0,"ts, Etikett verschmutzt"
31597,"Chateau La Conseillante 1986 0,75 l",1,1,1,93,"in, Etiketten leicht beschädigt, verschmutzt"
31598,"Chateau Nenin 1982 1,5 l",NULL,1,1,0,"hs, Etikett verschmutzt, Kapsel ganz leicht beschädigt, Leimstreifen"
31599,"Chateau La Gaffeliere 1997 0,75 l",NULL,1,1,0,"ts, Etiketten ganz leicht verschmutzt, Kapsel ganz leicht beschädigt"
31600,"Vieux Chateau Certan 2017 0,75 l",1,1,1,96,"in"
31601,"Chateau Guiraud 2005 0,75 l",1,1,1,92,"in"
31602,"Hobbs Grenache sweet 2007 0,375 l",NULL,1,NULL,0,"in"
31603,"Chateau Lynch-Moussas 1985 0,75 l",NULL,1,NULL,0,"ts, Etiketten ganz leicht verschmutzt"
31604,"Chateau Haut-Bages-Liberal 2009 0,75 l",1,1,1,92,"in"
31605,"Spioenkop Wines Riesling 2015 0,75 l",NULL,1,1,0,"1 cm"
31606,"Chateau Batailley 2005 0,75 l",1,1,1,93,"in"
31607,"Clarendon Hills Cabernet Sauvignon ""Hickinbotham Vineyard"" 1998 0,75 l",NULL,1,NULL,0,"in"
31608,"Domaine de Cristia Chateauneuf-du-Pape ""Vielles Vignes"" 2010 0,75 l",1,1,1,97,"1 cm"
31609,"Gibson Shiraz ""Old Vine Collection"" 2004 0,75 l",1,1,NULL,95,"in"
31610,"Allegrini Amarone della Valpolicella Classico 2004 0,75 l",1,1,1,91,"0,5 cm"
31611,"Standish The Standish Shiraz 2008 1,5 l",1,1,1,90,"1,5 cm"
31612,"Rosemount Traditional 1996 0,75 l",NULL,1,1,0,"ts, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
31613,"Continuum Estate Continuum Propriertary Red 2017 0,75 l",1,1,1,97,"in"
31614,"Chateau Leoville Las Cases 1990 0,75 l",1,1,1,96,"ts, Etiketten leicht verschmutzt, 1x Etikettenecke lose "
31615,"Chateau Haut-Brion 1990 0,75 l",1,1,1,98,"1 cm, Etikett leicht verschmutzt"
31616,"Erika Obermeyer Cabernet-Sauvignon 2015 0,75 l",NULL,1,1,0,"in"
31617,"Strydom Rex Cabernet Sauvignon  2016 0,75 l",NULL,1,1,0,"in"
31618,"Torre Rosazza Picolit  1994 0,75 l",NULL,1,1,0,"ts, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
31619,"Mondavi/Rothschild Opus One 2006 0,75 l",1,1,1,93,"in"
31620,"Mascarello, Giuseppe Barolo 1974 0,75 l(1)",NULL,1,1,0,"1 cm, Etikett ganz leicht beschädigt, leicht verschmutzt, kellergrau, Kapsel ganz leicht beschädigt"
31621,"Tenuta Salledot Merlot 1999 0,75 l(1)",NULL,1,1,0,"in, Etikett ganz leicht beschädigt, leicht verschmutzt, ganz leicht kellergrau"
31622,"NWAO (Nationale Union des Weinbaus) Massandra Krim Pedro 1950 0,75 l",NULL,1,1,0,"3 cm, Etikett leicht beschädigt, leicht verschmutzt, mit Zertifikat"
31623,"Elderton Command Single Vineyard Shiraz 1995 0,75 l",1,1,NULL,94,"in"
31624,"Gros, Jean Richebourg Grand Cru 1987 0,75 l",NULL,1,1,0,"0,5 cm, Etikett leicht verschmutzt"
31625,"Gros, Jean Richebourg Grand Cru 1987 0,75 l",NULL,1,1,0,"1 cm, Etikett leicht verschmutzt"
31626,"Gros, Jean Vosne Romanee Clos Des Reas 1er Cru 1987 0,75 l",NULL,1,1,0,"0,5 cm, Etiketten ganz leicht verschmutzt"
31627,"Chateau Citran 2000 0,75 l(5)",1,1,1,91,"in"
31628,"Brumont, Alain Chateau Montus Cuveé Prestige 1995 0,75 l",1,1,1,94,"in, Etiketten ganz leicht verschmutzt"
31629,"Brumont, Alain Chateau Montus Cuveé Prestige 1996 0,75 l",NULL,1,1,0,"ts, Etiketten ganz leicht verschmutzt"
31630,"Comte Georges de Vogue Chambolle Musigny 1er Cru 2006 0,75 l",1,1,1,93,"0,5 cm"
31631,"Comte Georges de Vogue Chambolle Musigny Village 2007 0,75 l",1,1,1,90,"0,5 cm"
31632,"Comte Georges de Vogue Chambolle Musigny Village 2008 0,75 l",1,1,1,92,"0,5 cm"
31633,"Comte Georges de Vogue Chambolle Musigny Village 2010 0,75 l",1,1,1,92,"0,5 cm"
31759,"Castello di Fonterutoli Chianti Classico Riserva ""Castello Fonterutoli"" 2001 3,0 l",NULL,1,1,0,"in"
31634,"Comte Georges de Vogue Chambolle Musigny Village 2012 0,75 l",NULL,1,1,0,"0,5 cm"
31635,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 2003 0,75 l",1,1,1,98,"0,5 cm, Etikett verschmutzt"
31636,"Serafin Pere et Fils Morey St. Denis Les Millandes 1er Cru 2005 0,75 l",NULL,1,1,0,"0,5 cm"
31637,"Burlotto Barolo Acclivi 2008 0,75 l",1,1,1,94,"in"
31638,"Burlotto Barolo Acclivi 2008 0,75 l",1,1,1,94,"in"
31639,"Burlotto Barolo Acclivi 2010 0,75 l",NULL,1,1,0,"in"
31640,"Tenuta San Guido Sassicaia 1989 0,75 l",NULL,1,1,0,"in"
31641,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2011 0,75 l",1,1,NULL,91,"0,5 cm"
31642,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2011 0,75 l",1,1,NULL,92,"0,5 cm"
31643,"Couvent des Jacobins 1983 0,75 l",NULL,1,NULL,0,"in"
31644,"Chateau La Tour Haut Caussan 1988 0,75 l(7)",NULL,1,1,0,"in, 1 x Kapsel oxidiert"
31645,"Chateau Lafite-Rothschild 1987 0,75 l",NULL,1,NULL,0,"in, Etikett stark beschädigt, verschmutzt, die Hälfte des Etiketts fehlt, Jahrgang lesbar"
31646,"Cerbaiona di Diego Molinari Brunello di Montalcino 2004 0,75 l",1,1,NULL,97,"in"
31647,"Moet & Chandon Dom Perignon Rosé Brut 2003 0,75 l",1,1,1,94,"0,5 cm"
31648,"Burmester Port Reserva Novidade late bottling 1890 0,75 l",NULL,1,1,0,"in, Etikett leicht beschädigt, ganz leicht verschmutzt, Kapsel beschädigt, Leckspuren, Bottled:1969"
31649,"Domaine Louis Carillon Puligny-Montrachet Les Combettes 1er Cru 2006 0,75 l",1,1,NULL,90,"0,5 cm, Etiketten ganz leicht verschmutzt"
31650,"Moet & Chandon Dom Perignon Brut 2000 0,75 l",1,1,1,94,"1 cm"
31651,"Moet & Chandon Dom Perignon Brut 2000 0,75 l",1,1,1,94,"1 cm, Kapsel stark beschädigt"
31652,"Moet & Chandon Dom Perignon Brut 2000 0,75 l",1,1,1,94,"1 cm"
31653,"Moet & Chandon Dom Perignon Brut 2002 1,5 l",1,1,1,96,"1 cm"
31654,"Moet & Chandon Dom Perignon Brut 2002 1,5 l",1,1,1,96,"1 cm"
31655,"Moet & Chandon Dom Perignon Brut 2002 1,5 l",1,1,1,96,"1 cm"
31656,"Moet & Chandon Dom Perignon Brut 2002 1,5 l",1,1,1,96,"1 cm"
31657,"Moet & Chandon Dom Perignon Brut 2002 1,5 l",1,1,1,96,"1 cm"
31658,"Moet & Chandon Dom Perignon Brut 2002 1,5 l",1,1,1,96,"1 cm, Etikett ganz leicht beschädigt"
31659,"Moet & Chandon Dom Perignon Brut 2004 3,0 l",1,1,1,92,"1 cm"
31660,"Chateau Palmer 1996 0,75 l",1,1,NULL,91,"in"
31662,"Chateau Palmer 1996 0,75 l",1,1,NULL,91,"in, Etikett ganz leicht beschädigt"
31663,"Chateau Lynch-Bages 1996 0,75 l(1)",1,1,1,91,"in"
31664,"Chateau Ducru-Beaucaillou La Croix de Beaucaillou, 2e vin de Ducru-Beaucaillou 1996 0,75 l(4)",1,1,1,94,"in"
31665,"Dauvissat, Renè et Vincent Chablis Les Clos Grand Cru 1990 0,75 l",1,1,1,90,"2 cm, Etikett stark beschädigt, ganz leicht verschmutzt"
31666,"Dauvissat, Renè et Vincent Chablis Les Clos Grand Cru 1993 0,75 l",NULL,1,1,0,"1 cm, Etiketten ganz leicht verschmutzt"
31667,"Dauvissat, Renè et Vincent Chablis Les Clos Grand Cru 1995 0,75 l",NULL,1,1,0,"0,5 cm, Etikett stark beschädigt, verschmutzt"
31668,"Bouchard, Pere & Fils Corton Charlemagne Grand Cru 2000 0,75 l",1,1,1,94,"0,5 cm, Etikett ganz leicht verschmutzt"
31669,"Domaine des Comtes Lafon Volnay Les Champans 1er Cru 1999 0,75 l(1)",1,1,1,88,"0,5 cm"
31670,"Domaine Marc Morey Chevalier-Montrachet Grand Cru 2008 0,75 l",1,1,1,20,"0,5 cm"
31671,"Domaine Marc Morey Chevalier-Montrachet Grand Cru 2009 0,75 l",1,1,1,20,"0,5 cm"
31672,"Domaine Marc Morey Chevalier-Montrachet Grand Cru 2011 0,75 l",1,1,1,20,"0,5 cm"
31673,"Domaine Marc Morey Puligny-Montrachet Les Pucelles 1er Cru 2011 0,75 l",1,1,1,90,"0,5 cm, Kapsel ganz leicht beschädigt"
31674,"Domaine Marc Morey Puligny-Montrachet Les Pucelles 1er Cru 2012 0,75 l",1,1,1,92,"0,5 cm"
31675,"Domaine Marc Morey Puligny-Montrachet Les Pucelles 1er Cru 2014 0,75 l",1,1,1,94,"0,5 cm"
31676,"Moreau, Bernard Chassagne-Montrachet Grandes Ruchottes 1er Cru 2008 0,75 l",1,1,1,91,"0,5 cm"
31677,"Molitor, Markus Saarburger Rausch Riesling Auslese *** Goldkapsel 2017 0,75 l",1,1,1,99,"0,5 cm"
31678,"Molitor, Markus Saarburger Rausch Riesling Auslese *** Goldkapsel 2017 0,75 l",1,1,1,99,"0,5 cm"
31679,"Alzinger, Leo Loibner Grüner Veltliner Reserve 2019 3,0 l",1,1,1,97,"0,5 cm"
31680,"Chateau Haut Bergey 2005 0,75 l",1,1,1,90,"in"
31681,"Chateau Haut-Brion Bahans Haut-Brion, 2e Vin de Haut-Brion 2005 0,75 l",1,1,1,93,"in"
31682,"Chateau Haut-Brion 2001 3,0 l",1,1,1,94,"hf-in"
31683,"Chateau La Mission-Haut-Brion 2000 0,75 l",1,1,1,10,"in"
31789,"Weingut Knipser Cuvee X ""R"" 2007 0,75 l",NULL,1,1,0,"0,5 cm"
31684,"Chateau La Mission-Haut-Brion 2000 0,75 l",1,1,1,10,"in"
31685,"Chateau La Mission-Haut-Brion 2000 0,75 l",1,1,1,10,"in"
31686,"Chateau Pape-Clement Chateau Pape-Clement rouge 2005 0,75 l",1,1,1,99,"in"
31687,"Chateau Bon Pasteur 1998 0,75 l",1,1,1,91,"in, Kapsel ganz leicht beschädigt"
31688,"Vieux Chateau Certan 2004 0,75 l",1,1,1,93,"in"
31689,"Domaine Jamet Cote Rotie 1999 1,5 l",1,1,1,97,"2 cm, Etikett ganz leicht verschmutzt, Kapsel ganz leicht beschädigt"
31690,"Shafer Vineyards Cabernet Sauvignon Hillside Select 1994 0,75 l",1,1,1,96,"in"
31691,"Shafer Vineyards Cabernet Sauvignon Hillside Select 1995 0,75 l",1,1,1,98,"ts"
31692,"Deutz & Geldermann Rosé Brut 1985 0,75 l",NULL,1,1,0,"1 cm"
31693,"Moet & Chandon Dom Perignon Rosé Brut 1969 0,75 l",NULL,1,1,0,"1,5 cm, Kapsel ganz leicht beschädigt, Depotbildung"
31694,"Moet & Chandon Dom Perignon Rosé Brut 1969 0,75 l",NULL,1,1,0,"1,5 cm, Kapsel ganz leicht beschädigt, Depotbildung"
31695,"Bouchard, Pere & Fils Beaune Clos de la Mousse 1er Cru 1989 0,75 l",NULL,1,1,0,"1 cm, Etiketten ganz leicht verschmutzt"
31696,"Bouchard, Pere & Fils Beaune Les Teurons 1er Cru 1989 0,75 l",NULL,1,1,0,"2 cm, Etiketten ganz leicht verschmutzt"
31697,"Bouchard, Pere & Fils Beaune Les Teurons 1er Cru 1989 0,75 l",NULL,1,1,0,"2 cm, Etiketten ganz leicht verschmutzt"
31698,"Lupe Cholet Nuits Saint Georges Les Porets 1er Cru 1937 0,75 l",NULL,1,1,0,"7 cm, Etikett beschädigt, verschmutzt, stark kellergrau, Kapsel ganz leicht beschädigt"
31699,"Chateau Trotanoy 1989 0,75 l",1,1,1,90,"in, Kapsel ganz leicht beschädigt"
31700,"Weingut Wittmann Brunnenhäuschen Riesling Grosses Gewächs 2014 1,5 l",1,1,1,93,"0,5 cm"
31701,"Weingut Wittmann Brunnenhäuschen Riesling Grosses Gewächs 2015 0,75 l",1,1,1,93,"0,5 cm"
31702,"Weingut Wittmann Brunnenhäuschen Riesling Grosses Gewächs 2015 1,5 l",1,1,NULL,93,"0,5 cm"
31703,"Weingut Wittmann Brunnenhäuschen Riesling Grosses Gewächs 2016 1,5 l",1,1,NULL,93,"0,5 cm"
31704,"Weingut Wittmann La Borne Riesling Alte Reben trocken Versteigerungswein 2016 0,75 l",1,1,1,95,"0,5 cm"
31729,"Chateau Cheval Blanc 1979 0,75 l",NULL,1,1,0,"ts, Etikett beschädigt, leicht verschmutzt"
31705,"Weingut Wittmann La Borne Riesling Alte Reben trocken Versteigerungswein 2016 0,75 l",1,1,1,95,"0,5 cm"
31706,"Weingut Wittmann Brunnenhäuschen Riesling Grosses Gewächs 2016 0,75 l",1,1,1,93,"0,5 cm"
31707,"Weingut Wittmann Brunnenhäuschen Riesling Grosses Gewächs 2016 0,75 l",1,1,1,93,"0,5 cm"
31708,"Weingut Wittmann Brunnenhäuschen Riesling Grosses Gewächs 2016 0,75 l",1,1,NULL,93,"0,5 cm"
31709,"Domaine René Engel Clos de Vougeot Grand Cru 2000 0,75 l",NULL,1,1,0,"1 cm, Etikett leicht beschädigt, ganz leicht verschmutzt"
31711,"Chateau Cantemerle 1995 0,75 l",NULL,1,1,0,"in, Etiketten ganz leicht verschmutzt"
31712,"Chateau La Tour-Carnet 1995 0,75 l",NULL,1,1,0,"ts, Etiketten verschmutzt"
31713,"Chateau La Tour-Carnet 1995 0,75 l",NULL,1,1,0,"ts, Etiketten verschmutzt"
31714,"Auguste Pirou Vin Jaune de Grande Garde 1996 0,62 l",NULL,1,1,0,"1 cm, Etiketten ganz leicht verschmutzt"
31715,"Chateau Clarke 1978 0,75 l(1)",1,1,1,93,"ts, Etikett stark verschmutzt, kellergrau"
31716,"Chateau du Tertre 1999 0,75 l",NULL,1,1,0,"in"
31717,"Chateau Faurie de Souchard 1989 0,75 l",NULL,1,1,0,"in-ts, Etiketten ganz leicht verschmutzt"
31718,"Chateau Lilian Ladouys 1995 0,75 l",NULL,1,1,0,"in, Etiketten ganz leicht verschmutzt"
31719,"Chateau Lilian Ladouys 1995 0,75 l",NULL,1,1,0,"in, Etiketten ganz leicht verschmutzt"
31720,"Chateau La Conseillante 1993 0,75 l(1)",NULL,1,NULL,0,"in, Etikett ganz leicht verschmutzt, kellergrau, Kapsel ganz leicht beschädigt"
31721,"Chateau Latour a Pomerol 1985 0,75 l(5)",1,1,1,92,"ts"
31722,"Chapoutier, Max Cote Rotie Grande Cuvee NV 0,75 l(2)",1,1,1,90,"1 cm, Etiketten ganz leicht verschmutzt, ganz leicht kellergrau"
31723,"Chateau de Beaucastel Chateauneuf-du-Pape 1988 0,75 l(1)",1,1,1,90,"3 cm"
31724,"Clos des Papes, Avril Chateauneuf-du-Pape 1990 0,75 l(1)",1,1,1,96,"0,5 cm"
31725,"Jaboulet Aine, Paul Hermitage La Chapelle 1983 0,75 l",NULL,1,1,0,"3 cm, Etiketten verschmutzt"
31726,"Jaboulet Aine, Paul Hermitage La Chapelle 1983 0,75 l",NULL,1,1,0,"4 cm, Etiketten verschmutzt"
31727,"Jaboulet Aine, Paul Hermitage La Chapelle 1985 0,75 l",1,1,1,95,"3 cm, Etiketten ganz leicht beschädigt, leicht verschmutzt, kellergrau"
31728,"Chateau Cadet-Piola 1982 1,5 l",NULL,1,1,0,"in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, ganz leicht kellergrau"
31730,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2008 0,75 l",1,1,1,92,"0,5 cm"
31731,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2009 0,75 l",1,1,1,92,"0,5 cm"
31732,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2009 0,75 l",1,1,1,92,"0,5 cm"
31733,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2009 0,75 l",1,1,1,92,"0,5 cm"
31734,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2009 0,75 l",1,1,1,92,"0,5 cm"
31735,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2009 0,75 l",1,1,1,92,"0,5 cm"
31736,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2009 0,75 l",1,1,1,92,"0,5 cm"
31737,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2009 0,75 l",1,1,1,92,"0,5 cm, Etikett leicht beschädigt"
31738,"Weingut Wittmann Westhofener Morstein Riesling Grosses Gewächs 2010 0,75 l(3)",1,1,1,90,"0,5 cm"
31739,"Heredia, Lopez Vina Tondonia 1970 0,75 l",NULL,1,1,0,"hs, Etiketten ganz leicht verschmutzt"
31740,"Parker Coonawarra Estate Terra Rossa First Growth 1996 0,75 l",1,1,1,93,"ts"
31741,"Peel Estate Shiraz 1996 0,75 l",NULL,1,1,0,"in"
31742,"Red Nectar Cabernet Sauvignon 2005 0,75 l",NULL,1,NULL,0,"in"
31743,"Red Nectar Cabernet Sauvignon 2005 0,75 l",NULL,1,1,0,"in"
31744,"Rusden Christine's Vineyard Grenache 2005 0,75 l",1,1,1,91,"in"
31745,"Rusden Christine's Vineyard Grenache 2005 0,75 l",1,1,1,91,"in"
31746,"Rusden Christine's Vineyard Grenache 2012 0,75 l",1,1,1,91,"in"
31747,"Rusden Driftsand 2012 0,75 l",NULL,1,1,0,"1 cm"
31748,"Rusden Zinfandel Chookshed 2004 0,75 l",1,1,1,93,"in"
31749,"Rusden Zinfandel Chookshed 2004 0,75 l",1,1,1,93,"in"
31750,"Moet & Chandon Dom Perignon Brut 1998 0,75 l",1,1,1,92,"1 cm, Etikett stark beschädigt, ganz leicht verschmutzt, Kapsel beschädigt"
31751,"Moet & Chandon Dom Perignon Brut 1998 0,75 l",1,1,1,92,"1 cm, Etikett ganz leicht beschädigt, Kapsel beschädigt"
31752,"Keller, Franz Spätburgunder Selection -A- trocken  2007 3,0 l",NULL,1,1,0,"1,5 cm"
31753,"Keller, Franz Spätburgunder Selection -A- trocken  2007 3,0 l",NULL,1,1,0,"1,5 cm, Etikett leicht verschmutzt"
31754,"Bologna, Giacomo Barbera d'Asti Ai Suma 2001 3,0 l",1,1,1,90,"in"
31755,"Argiolas Turriga 2001 3,0 l",NULL,1,1,0,"ts, Etikett ganz leicht verschmutzt"
31756,"Santadi Terre Brune 2003 3,0 l",NULL,1,1,0,"in"
31757,"Antinori Tignanello 2000 3,0 l",1,1,1,90,"ts"
31760,"Chateau La Gomerie 1997 0,75 l",NULL,1,1,0,"in-ts, Etiketten ganz leicht verschmutzt, Kapsel ganz leicht beschädigt"
31761,"Chateau Branaire-Ducru 1982 1,5 l",1,1,1,93,"in, Etikett beschädigt, stark verschmutzt, Kapsel stark beschädigt, Leimstreifen"
31762,"Chateau Branaire-Ducru 1982 1,5 l",1,1,1,93,"in, Etikett leicht beschädigt, stark verschmutzt, Kapsel stark beschädigt, Leimstreifen"
31763,"Chateau Branaire-Ducru 1982 1,5 l",1,1,1,93,"in, Etikett ganz leicht beschädigt, stark verschmutzt, Kapsel stark beschädigt, Leimstreifen"
31764,"Chateau Branaire-Ducru 1989 0,75 l(1)",1,1,1,90,"in, Etikett leicht beschädigt, stark verschmutzt, Kapsel ganz leicht beschädigt"
31765,"Chateau Ducru-Beaucaillou 1997 0,75 l",NULL,1,1,0,"in, Etiketten ganz leicht beschädigt"
31766,"Chateau Talbot 1986 0,75 l(7)",1,1,1,96,"ts, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
31767,"Chateau Rayne-Vigneau 1946 0,75 l",NULL,1,1,0,"ts, Etikett beschädigt, leicht verschmutzt, ganz leicht kellergrau, Kapsel ganz leicht beschädigt, Kapsel oxidiert"
31768,"Stiegelmar, Georg Golser Ungerberg Zweigelt 2000 0,75 l",NULL,1,1,0,"in"
31769,"Stiegelmar, Georg Golser Ungerberg Zweigelt 2000 1,5 l",NULL,1,1,0,"in, Etiketten ganz leicht verschmutzt"
31770,"Burlotto Barolo Acclivi 2012 0,75 l(1)",1,1,NULL,91,"in, Etikett ganz leicht beschädigt"
31771,"Dönnhoff Oberhäuser Brücke Riesling Spätlese 2004 0,75 l",NULL,1,1,0,"0,5 cm"
31772,"Hobbs Grenache sweet 2007 0,375 l",NULL,1,1,0,"in"
31773,"Pascal, Jean Puligny Montrachet Les Folatieres 1er Cru 2007 0,75 l",NULL,1,NULL,0,"0,5 cm, Etiketten ganz leicht verschmutzt"
31774,"Ca ´del Bosco Franciacorta Dosage Zero 1992 0,75 l(3)",NULL,1,1,0,"1 cm, Etiketten ganz leicht beschädigt"
